condition,iteration,sig_n,nonsig_n,sig_median_delta_h1_zero,nonsig_median_delta_h1_zero,median_diff_delta_h1_zero,sig_median_delta_lambda2,nonsig_median_delta_lambda2,median_diff_delta_lambda2,sig_median_delta_aspl,nonsig_median_delta_aspl,median_diff_delta_aspl
false_session_matching,16.0,20,6,-0.05263157894736842,-0.05263157894736842,0.0,0.04555276202207614,0.319429025064911,-0.27387626304283486,-0.036189644959580214,-0.07384580528276707,0.03765616032318686
false_session_matching,17.0,19,7,0.0,0.14285714285714285,-0.14285714285714285,0.0579739465606437,1.1653240837295975,-1.1073501371689538,-0.06018141989768688,-0.16067840854217508,0.1004969886444882
false_session_matching,18.0,17,9,0.022556390977443608,-0.015037593984962405,0.03759398496240601,0.015531284040354976,0.8616040308957302,-0.8460727468553753,-0.02917469564707753,-0.21684410388348896,0.18766940823641143
false_session_matching,19.0,14,12,-0.03383458646616541,-0.02631578947368421,-0.007518796992481203,-0.03878409431817076,-0.16511162620576902,0.12632753188759827,-0.11162863749784457,-0.010537542014169787,-0.10109109548367479
false_session_matching,20.0,16,10,-0.015037593984962405,0.011278195488721804,-0.02631578947368421,-0.16619666833998603,0.07288528491320023,-0.23908195325318626,-0.044880560130453606,-0.13441550361318522,0.08953494348273161
false_session_matching,21.0,16,10,0.11654135338345864,0.06390977443609022,0.05263157894736842,-0.03836339882080275,0.5432793717677453,-0.5816427705885481,-0.036310454376494716,-0.163845105326053,0.1275346509495583
false_session_matching,22.0,18,8,0.05639097744360902,-0.015037593984962405,0.07142857142857142,-0.06779414777215376,-0.08827940681674118,0.020485259044587423,-0.14107711072093676,0.09169908153050332,-0.23277619225144008
false_session_matching,23.0,13,13,0.0,0.03759398496240601,-0.03759398496240601,-0.027059438062434715,0.1891212498341832,-0.21618068789661793,-0.10684306348657113,0.10064284503441479,-0.20748590852098592
false_session_matching,24.0,23,3,0.07518796992481203,0.0,0.07518796992481203,0.21888245992919675,0.013647491471572515,0.20523496845762423,-0.08366763702579716,0.033195564303109215,-0.11686320132890637
false_session_matching,25.0,14,12,0.11654135338345864,-0.03383458646616541,0.15037593984962405,0.07066711049151331,0.5693999417894307,-0.49873283129791735,-0.18488586500267834,-0.0691582266281987,-0.11572763837447964
false_session_matching,26.0,18,8,-0.05263157894736842,0.03759398496240601,-0.09022556390977443,-0.04378421339346561,0.036479439251437595,-0.0802636526449032,-0.15476208820113335,-0.1664769705526692,0.011714882351535838
false_session_matching,27.0,15,11,0.0,0.09022556390977443,-0.09022556390977443,0.11407234185133674,0.4114723365936861,-0.29739999474234935,-0.136776104832109,-0.14807104325615184,0.011294938424042833
false_session_matching,28.0,15,11,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.18587604224359833,0.17068300997621755,0.01519303226738078,-0.17019610820318576,-0.14858350285808242,-0.021612605345103342
false_session_matching,29.0,15,11,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.14978811526804003,0.8104835618049973,-0.6606954465369572,-0.08366763702579716,-0.1879092722307294,0.10424163520493224
false_session_matching,30.0,17,9,-0.05263157894736842,-0.05263157894736842,0.0,-0.1329853604806579,0.6256854593111445,-0.7586708197918024,0.0651905211945425,-0.14858350285808242,0.2137740240526249
false_session_matching,31.0,16,10,0.09022556390977443,0.018796992481203006,0.07142857142857142,-0.01650394896450913,0.11415902918180976,-0.1306629781463189,-0.028222588927134806,-0.05785880046141256,0.029636211534277757
false_session_matching,32.0,17,9,0.07518796992481203,-0.015037593984962405,0.09022556390977443,0.08152069723894906,0.09083339414246971,-0.009312696903520656,-0.08366763702579716,-0.16714521932115423,0.08347758229535707
false_session_matching,33.0,19,7,-0.05263157894736842,-0.05263157894736842,0.0,-0.021707417266987772,0.028134707358294264,-0.049842124625282036,-0.024234951591731058,-0.03919918328925576,0.0149642316975247
false_session_matching,34.0,17,9,0.0,-0.05263157894736842,0.05263157894736842,-0.02343545477367437,1.1228976259039638,-1.1463330806776382,-0.0916881689646285,-0.14605168440726501,0.05436351544263651
false_session_matching,35.0,16,10,0.09022556390977443,0.011278195488721804,0.07894736842105263,0.23719785798556936,0.4903013540656347,-0.2531034960800653,-0.10469262579475247,-0.08871713809087756,-0.015975487703874913
false_session_matching,36.0,15,11,-0.015037593984962405,-0.015037593984962405,0.0,0.04967624312485297,0.21800607500929825,-0.16832983188444528,0.002512619942471872,-0.0488980745629366,0.05141069450540847
false_session_matching,37.0,15,11,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,-0.01126532189347973,0.2749481369999005,-0.28621345889338023,-0.0432045942720829,0.024500273712992904,-0.0677048679850758
false_session_matching,38.0,16,10,-0.015037593984962405,-0.015037593984962405,0.0,-0.08832011349827562,0.13967453429999344,-0.22799464779826906,-0.026855486794543637,-0.07470595015746073,0.047850463362917095
false_session_matching,39.0,15,11,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,-0.06612931874799122,0.2716001445538847,-0.3377294633018759,-0.09136551407852034,-0.07532000592566224,-0.0160455081528581
false_session_matching,40.0,18,8,-0.02631578947368421,0.03759398496240601,-0.06390977443609022,-0.09930914788238399,-0.25422589808741325,0.15491675020502926,-0.0772091489475184,0.09199150981986359,-0.169200658767382
false_session_matching,41.0,16,10,-0.007518796992481203,0.06390977443609022,-0.07142857142857142,-0.09107091296655101,0.1413944446261053,-0.2324653575926563,-0.2061844321207711,-0.09109899892093742,-0.11508543319983366
false_session_matching,42.0,17,9,-0.015037593984962405,0.09022556390977443,-0.10526315789473684,0.060738019550344635,0.2749481369999005,-0.21421011744955587,-0.07812822174291556,-0.07377482122478618,-0.00435340051812938
false_session_matching,43.0,16,10,0.09022556390977443,-0.07894736842105263,0.16917293233082706,0.7366508641486214,0.17690869244594354,0.5597421717026778,-0.11347213811328571,-0.058079102912594216,-0.0553930352006915
false_session_matching,44.0,15,11,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,0.44057765642909885,0.013647491471572515,0.42693016495752634,-0.07592317370956136,0.024500273712992904,-0.10042344742255427
false_session_matching,45.0,13,13,-0.05263157894736842,-0.05263157894736842,0.0,-0.021707417266987772,-0.0401170202152028,0.01840960294821503,-0.024234951591731058,0.025409698293263894,-0.04964464988499495
false_session_matching,46.0,12,14,0.011278195488721804,-0.015037593984962405,0.02631578947368421,0.30069761306350795,-0.12234267154929146,0.4230402846127994,-0.025648685559338746,0.1203530528497807,-0.14600173840911945
false_session_matching,47.0,16,10,-0.015037593984962405,-0.07894736842105263,0.06390977443609022,-0.21845499321556416,0.03168505310477299,-0.25014004632033715,-0.030253142515104026,0.021406771148045234,-0.05165991366314926
false_session_matching,48.0,19,7,0.0,-0.015037593984962405,0.015037593984962405,-0.17167350296324413,1.2261611259240435,-1.3978346288872876,0.0429030781535209,-0.25304708042347546,0.29595015857699636
false_session_matching,49.0,17,9,0.0,-0.015037593984962405,0.015037593984962405,-0.03742002037458736,0.5773933452569975,-0.6148133656315848,-0.19551744477805721,0.03660554444795405,-0.23212298922601127
false_session_matching,50.0,16,10,0.0037593984962406013,-0.05263157894736842,0.05639097744360902,0.031132694457104426,0.05690194241065538,-0.025769247953550956,-0.1488261471313883,0.07217895159936982,-0.22100509873075813
false_session_matching,51.0,18,8,-0.05263157894736842,-0.007518796992481203,-0.045112781954887216,-0.13617803755803548,-0.04019538694981528,-0.0959826506082202,-0.08380881054193323,-0.027285929745357596,-0.056522880796575636
false_session_matching,52.0,13,13,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.18836852018217165,0.2393750939578938,-0.05100657377572215,-0.25405614871328597,-0.15919021645158526,-0.0948659322617007
false_session_matching,53.0,20,6,-0.03383458646616541,0.06390977443609022,-0.09774436090225563,-0.006615539265249382,1.2844352393601692,-1.2910507786254186,-0.035200212509822526,-0.2314616201064581,0.19626140759663557
false_session_matching,54.0,15,11,0.0,0.07518796992481203,-0.07518796992481203,-0.1058814005548534,0.35210402096178894,-0.45798542151664234,-0.028281731137054233,-0.0842656457075801,0.05598391457052587
false_session_matching,55.0,18,8,-0.015037593984962405,0.08270676691729323,-0.09774436090225563,0.01188087597543519,0.48941027132029924,-0.47752939534486405,-0.08906108712635841,0.014365579518193394,-0.1034266666445518
false_session_matching,56.0,17,9,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,0.21888245992919675,0.09044868449493304,0.1284337754342637,-0.09422419719589703,0.04835753538127063,-0.14258173257716766
false_session_matching,57.0,17,9,-0.015037593984962405,-0.015037593984962405,0.0,-0.22557806438381967,0.07747191088604088,-0.30304997526986055,-0.049599238401584866,0.055295036190357694,-0.10489427459194256
false_session_matching,58.0,18,8,-0.007518796992481203,-0.05263157894736842,0.045112781954887216,0.16733990038704039,0.8406732748014394,-0.673333374414399,-0.11412906657102107,-0.10486979626298387,-0.009259270308037193
false_session_matching,59.0,18,8,-0.007518796992481203,-0.03383458646616541,0.02631578947368421,0.035127687672734664,0.09796009031089992,-0.06283240263816525,-0.08289560396983142,-0.07492626085166809,-0.00796934311816333
false_session_matching,60.0,15,11,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,-0.10065111973868879,0.8616040308957302,-0.962255150634419,0.0640437130134428,-0.16714521932115423,0.23118893233459703
false_session_matching,61.0,17,9,0.09022556390977443,-0.015037593984962405,0.10526315789473684,0.3793411229505885,-0.075720297267861,0.45506142021844953,-0.2914204307601804,0.1296521726394264,-0.42107260339960684
false_session_matching,62.0,17,9,-0.015037593984962405,-0.015037593984962405,0.0,-0.10854068256678095,0.22136364151397103,-0.329904324080752,-0.08850699706117426,-0.0842656457075801,-0.004241351353594158
false_session_matching,63.0,22,4,0.04887218045112782,-0.03383458646616541,0.08270676691729323,-0.034878567568409125,-0.3783278635914813,0.34344929602307217,-0.10603238233706569,0.09854261221610927,-0.20457499455317496
false_session_matching,64.0,19,7,-0.015037593984962405,0.07518796992481203,-0.09022556390977443,0.11407234185133674,-0.14850519454826117,0.2625775363995979,-0.16913479331669778,-0.08119384436931876,-0.08794094894737903
false_session_matching,65.0,15,11,-0.05263157894736842,0.09022556390977443,-0.14285714285714285,-0.12464383117336109,-0.1766949188659086,0.052051087692547515,-0.06481321763715897,-0.002118646580827832,-0.06269457105633114
false_session_matching,66.0,16,10,-0.007518796992481203,-0.03383458646616541,0.02631578947368421,-0.11424256084708939,-0.11177027273244922,-0.0024722881146401754,-0.14239595216455303,0.055064419115663954,-0.19746037128021698
false_session_matching,67.0,12,14,0.045112781954887216,-0.05263157894736842,0.09774436090225563,-0.024430846008712814,0.0920581619564802,-0.11648900796519301,-0.0211870053043397,0.09071291834235895,-0.11189992364669865
false_session_matching,68.0,17,9,-0.05263157894736842,0.14285714285714285,-0.19548872180451127,-0.059372199735172604,-0.18612356967355392,0.12675136993838132,0.027797818730531443,0.06861268565852363,-0.04081486692799219
false_session_matching,69.0,17,9,0.0,0.022556390977443608,-0.022556390977443608,-0.0643929760577806,0.6341607489729695,-0.6985537250307501,-0.06018141989768688,-0.028875720163519247,-0.031305699734167636
false_session_matching,70.0,17,9,0.09022556390977443,0.09022556390977443,0.0,-0.028004539225850333,0.480064650072868,-0.5080691892987184,-0.024037519735585988,0.05134094633732733,-0.07537846607291332
false_session_matching,71.0,21,5,0.022556390977443608,0.09022556390977443,-0.06766917293233082,-0.04768606286814814,-0.18682069996759365,0.1391346370994455,0.007841423036732298,-0.002118646580827832,0.00996006961756013
false_session_matching,72.0,18,8,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,0.02592249919646772,0.05473019111099964,-0.02880769191453192,-0.16168551817524257,-0.1588966769524267,-0.0027888412228158632
false_session_matching,73.0,18,8,0.011278195488721804,0.03759398496240601,-0.02631578947368421,-0.09604835097589848,0.6187966202392208,-0.7148449712151193,0.018492281508306174,-0.0923803695092702,0.11087265101757637
false_session_matching,74.0,16,10,-0.007518796992481203,-0.007518796992481203,0.0,0.0927211607653815,0.19973240562685368,-0.10701124486147218,-0.08944962125554135,-0.04030759985421217,-0.04914202140132917
false_session_matching,75.0,17,9,0.022556390977443608,0.07518796992481203,-0.05263157894736842,-0.09322243260356311,1.2261611259240435,-1.3193835585276066,-0.136776104832109,-0.1988481926531689,0.062072087821059885
false_session_matching,76.0,18,8,-0.015037593984962405,0.03759398496240601,-0.05263157894736842,-0.1308718528772641,-0.031769294391038816,-0.09910255848622529,0.037158775578327585,0.04142588938999192,-0.004267113811664336
false_session_matching,77.0,12,14,-0.03383458646616541,-0.015037593984962405,-0.018796992481203006,-0.04490852157937186,0.33040022439337835,-0.3753087459727502,-0.026388691930305797,-0.06723019295041777,0.04084150102011197
false_session_matching,78.0,16,10,0.03759398496240601,0.06390977443609022,-0.02631578947368421,-0.029063384848454055,0.19092253300978101,-0.21998591785823507,-0.0493909609491654,0.003198480813710547,-0.052589441762875944
false_session_matching,79.0,14,12,0.045112781954887216,-0.07894736842105263,0.12406015037593984,-0.03503885867398049,-0.0030308155559548577,-0.03200804311802563,-0.07457058865348132,-0.04034591907907381,-0.03422466957440751
false_session_matching,80.0,19,7,-0.05263157894736842,0.03759398496240601,-0.09022556390977443,-0.08737646340467586,0.06258756221365758,-0.14996402561833344,0.01826870294489602,0.055295036190357694,-0.03702633324546167
false_session_matching,81.0,16,10,-0.03383458646616541,0.03007518796992481,-0.06390977443609022,-0.06675635518832634,0.14996967896183389,-0.21672603415016023,-0.006575795182911293,-0.018483721662986063,0.01190792648007477
false_session_matching,82.0,20,6,-0.05263157894736842,0.03007518796992481,-0.08270676691729323,-0.044966277401252475,0.49271660844011733,-0.5376828858413698,-0.03163666675080168,-0.18746752704057146,0.15583086028976978
false_session_matching,83.0,15,11,-0.05263157894736842,0.03759398496240601,-0.09022556390977443,0.22271328025411252,0.20363521295738973,0.01907806729672279,-0.03871171628639258,0.18744094857906868,-0.22615266486546126
false_session_matching,84.0,13,13,0.0,-0.05263157894736842,0.05263157894736842,-0.21613642936845334,-0.1533084714031694,-0.06282795796528395,-0.020653700155415233,-0.09257516299704616,0.07192146284163092
false_session_matching,85.0,15,11,-0.015037593984962405,-0.015037593984962405,0.0,-0.003186287572428448,0.2476402238766382,-0.25082651144906665,-0.024234951591731058,0.023578437478333436,-0.047813389070064494
false_session_matching,86.0,18,8,0.05639097744360902,0.11654135338345864,-0.06015037593984962,0.16354874687604903,1.0099080215489111,-0.8463592746728621,-0.08692817499292116,-0.18581381729976454,0.09888564230684338
false_session_matching,87.0,17,9,-0.05263157894736842,0.14285714285714285,-0.19548872180451127,0.24733086694360606,0.201877157713946,0.04545370922966008,-0.12087825452833068,-0.07139929119615473,-0.04947896333217594
false_session_matching,88.0,16,10,-0.007518796992481203,0.11654135338345864,-0.12406015037593984,0.033818904451079934,0.7537979162326447,-0.7199790117815648,-0.044832370142280364,-0.2778772559016498,0.23304488575936944
false_session_matching,89.0,16,10,0.11654135338345864,0.06390977443609022,0.05263157894736842,0.07126384411767672,0.40124053598708564,-0.3299766918694089,-0.215324350254676,0.05971303446022347,-0.27503738471489947
false_session_matching,90.0,17,9,0.03759398496240601,-0.05263157894736842,0.09022556390977443,0.24733086694360606,0.028134707358294264,0.2191961595853118,-0.03871171628639258,-0.16498067789693405,0.12626896161054146
false_session_matching,91.0,18,8,-0.015037593984962405,-0.03383458646616541,0.018796992481203006,-0.0057657789704632645,0.42608341199113386,-0.43184919096159713,-0.0662484260375873,-0.07046780189643775,0.00421937585885046
false_session_matching,92.0,17,9,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,-0.21283137953434217,0.3261136886975784,-0.5389450682319206,-0.08643400528808831,-0.1784601415009277,0.0920261362128394
false_session_matching,93.0,15,11,0.09022556390977443,0.09022556390977443,0.0,-0.1005590838251269,0.6205303765320855,-0.7210894603572124,-0.060230864166158415,-0.20438078299672924,0.14414991883057082
false_session_matching,94.0,14,12,-0.05263157894736842,-0.03383458646616541,-0.018796992481203006,-0.13158974191769524,0.3972115698506624,-0.5288013117683577,-0.025264617376538068,-0.15089632354377414,0.12563170616723607
false_session_matching,95.0,17,9,-0.015037593984962405,0.03759398496240601,-0.05263157894736842,0.16642724182924784,0.06258756221365758,0.10383967961559026,-0.049599238401584866,-0.17664858628796187,0.127049347886377
false_session_matching,96.0,19,7,-0.015037593984962405,0.09022556390977443,-0.10526315789473684,-0.07465188656521571,-0.02817557842098939,-0.04647630814422632,-0.06407599780938034,-0.07801260911876673,0.013936611309386393
false_session_matching,97.0,19,7,0.0,-0.015037593984962405,0.015037593984962405,-0.0571235833633601,0.07637783118567842,-0.13350141454903852,-0.028281731137054233,0.04802850735916753,-0.07631023849622176
false_session_matching,98.0,16,10,-0.015037593984962405,0.03759398496240601,-0.05263157894736842,-0.18361856118028452,0.13775639933249395,-0.3213749605127785,0.033729640588093135,-0.16866349741506848,0.2023931380031616
false_session_matching,99.0,17,9,0.09022556390977443,0.07518796992481203,0.015037593984962405,-0.01207601437520367,0.09083339414246971,-0.10290940851767338,-0.15528793336847935,0.05053155009744614,-0.2058194834659255
false_session_matching,100.0,18,8,-0.007518796992481203,-0.05263157894736842,0.045112781954887216,0.2332299105864184,0.08892488779243579,0.1443050227939826,0.008308894319011495,-0.1720054465703904,0.1803143408894019
false_session_matching,101.0,15,11,0.09022556390977443,-0.015037593984962405,0.10526315789473684,0.07462961266927426,0.1539751148654016,-0.07934550219612735,-0.01773346156787703,0.05494928324605608,-0.07268274481393311
false_session_matching,102.0,17,9,0.0,0.022556390977443608,-0.022556390977443608,0.02467578266493753,-0.24299627225461062,0.26767205491954815,-0.1313134444242543,0.0031422100225464433,-0.13445565444680074
false_session_matching,103.0,18,8,-0.007518796992481203,-0.015037593984962405,0.007518796992481203,-0.13567005319348957,0.2507909281011924,-0.386460981294682,-0.02232950482736462,-0.03842631980880573,0.01609681498144111
false_session_matching,104.0,17,9,-0.015037593984962405,-0.015037593984962405,0.0,-0.07649471166777744,0.2749481369999005,-0.35144284866767794,0.01826870294489602,0.04802850735916753,-0.029759804414271507
false_session_matching,105.0,18,8,-0.05263157894736842,0.018796992481203006,-0.07142857142857142,-0.09229242486567468,-0.2105437089338924,0.11825128406821772,-0.10328449266883788,0.06032799563071056,-0.16361248829954844
false_session_matching,106.0,16,10,0.045112781954887216,0.011278195488721804,0.03383458646616541,-0.05637097800813207,0.4084610400643731,-0.4648320180725052,-0.0531028503783999,0.0008167377672547715,-0.05391958814565467
false_session_matching,107.0,23,3,0.09022556390977443,0.03759398496240601,0.05263157894736842,-0.01207601437520367,1.6108276982700533,-1.622903712645257,-0.1318917609171688,-0.17950584250533907,0.047614081588170265
false_session_matching,108.0,16,10,-0.03383458646616541,-0.03383458646616541,0.0,-0.04972463445014497,0.2586215924459525,-0.3083462268960975,-0.07147071969003727,-0.036758968888491284,-0.03471175080154598
false_session_matching,109.0,19,7,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.37078066863860126,0.06242132387825583,0.30835934476034543,-0.10560978804197596,-0.15372160383139644,0.048111815789420476
false_session_matching,110.0,16,10,0.018796992481203006,0.06390977443609022,-0.045112781954887216,0.26936031343971356,0.4265216971622472,-0.15716138372253363,-0.12141932801415312,-0.1463878647886543,0.02496853677450117
false_session_matching,111.0,15,11,0.0,-0.015037593984962405,0.015037593984962405,-0.06837698494707567,0.3464419591582999,-0.41481894410537556,-0.06718864659820856,-0.11297085487712799,0.045782208278919434
false_session_matching,112.0,19,7,0.09022556390977443,0.14285714285714285,-0.05263157894736842,-0.04768699729327741,-0.1533084714031694,0.10562147410989198,-0.1199565157330662,0.08322053375614846,-0.20317704948921467
false_session_matching,113.0,14,12,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,0.06350718275016431,-0.0579186587415319,0.12142584149169622,-0.04163454039692582,0.11795370633854874,-0.15958824673547456
false_session_matching,114.0,14,12,0.11654135338345864,0.06390977443609022,0.05263157894736842,0.2537800122788334,0.859340154812513,-0.6055601425336796,-0.21866736300422918,-0.11489497334195597,-0.1037723896622732
false_session_matching,115.0,15,11,0.09022556390977443,-0.05263157894736842,0.14285714285714285,-0.0847374167904138,0.023874660719469976,-0.10861207750988378,0.004476967205714999,0.025409698293263894,-0.020932731087548895
false_session_matching,116.0,15,11,0.0,-0.015037593984962405,0.015037593984962405,-0.0843230197682967,0.480064650072868,-0.5643876698411647,0.06298231397047127,0.023578437478333436,0.039403876492137835
false_session_matching,117.0,17,9,0.09022556390977443,-0.015037593984962405,0.10526315789473684,-0.0847374167904138,0.4114723365936861,-0.4962097533840999,-0.09211207004350985,-0.10755233119464824,0.01544026115113839
false_session_matching,118.0,14,12,0.09022556390977443,-0.007518796992481203,0.09774436090225563,0.12213394874873629,0.2530236377047663,-0.13088968895603004,-0.15495607272744705,-0.1067560704428907,-0.04820000228455634
false_session_matching,119.0,17,9,0.03759398496240601,-0.015037593984962405,0.05263157894736842,-0.04263101283072279,0.028134707358294264,-0.07076572018901706,-0.11323170444995334,-0.08808517580757336,-0.025146528642379984
false_session_matching,120.0,16,10,0.09022556390977443,-0.05263157894736842,0.14285714285714285,-0.006615539265249382,0.20401306452324208,-0.21062860378849146,0.02217129626842884,-0.015331147135936307,0.03750244340436515
false_session_matching,121.0,15,11,-0.015037593984962405,-0.015037593984962405,0.0,-0.1058814005548534,0.12859333086364932,-0.23447473141850272,0.083859525641103,-0.03919918328925576,0.12305870893035875
false_session_matching,122.0,19,7,0.09022556390977443,0.03759398496240601,0.05263157894736842,0.33955196690611666,0.4114723365936861,-0.07192036968756943,-0.11878999326756778,0.024500273712992904,-0.1432902669805607
false_session_matching,123.0,15,11,0.0,0.09022556390977443,-0.09022556390977443,-0.12556508479832607,0.4114723365936861,-0.5370374213920122,-0.05436863033225903,-0.06446342130462712,0.010094790972368095
false_session_matching,124.0,17,9,-0.015037593984962405,-0.015037593984962405,0.0,0.22271328025411252,0.5419739431288457,-0.3192606628747332,-0.05436863033225903,-0.10944073309287816,0.055072102760619135
false_session_matching,125.0,15,11,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,-0.06650480985165341,0.1407622558117958,-0.2072670656634492,-0.15528793336847935,-0.024217294050886018,-0.13107063931759333
false_session_matching,126.0,17,9,0.0,0.09022556390977443,-0.09022556390977443,-0.04263101283072279,1.3369128224890718,-1.3795438353197946,-0.027180328138296517,-0.2338861461519226,0.20670581801362609
false_session_matching,127.0,16,10,0.09022556390977443,0.14285714285714285,-0.05263157894736842,-0.12085995991733434,1.403380125321175,-1.5242400852385094,-0.12954233139558013,-0.130457115997771,0.0009147846021908546
false_session_matching,128.0,18,8,-0.015037593984962405,0.03007518796992481,-0.045112781954887216,0.1706372660121922,0.0002634924686872875,0.1703737735435049,-0.10068250178534588,-0.010460619290751705,-0.09022188249459417
false_session_matching,129.0,15,11,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,0.03536908701805741,0.201877157713946,-0.16650807069588858,-0.02917469564707753,-0.07139929119615473,0.042224595549077204
false_session_matching,130.0,17,9,0.0,-0.015037593984962405,0.015037593984962405,-0.07649471166777744,-0.10227664452222118,0.025781932854443745,0.027797818730531443,-0.11297085487712799,0.14076867360765943
false_session_matching,131.0,17,9,-0.10526315789473684,0.14285714285714285,-0.24812030075187969,-0.021707417266987772,0.2476402238766382,-0.26934764114362597,-0.024234951591731058,-0.15919021645158526,0.1349552648598542
false_session_matching,132.0,19,7,0.09022556390977443,-0.015037593984962405,0.10526315789473684,0.20092459172691157,0.03438132715465514,0.16654326457225643,-0.1406279651761242,-0.027797463978508574,-0.11283050119761562
false_session_matching,133.0,21,5,-0.05263157894736842,0.09022556390977443,-0.14285714285714285,-0.015414192686436845,0.05092489064433803,-0.06633908333077487,-0.08216818102121382,-0.22218278711210626,0.14001460609089245
false_session_matching,134.0,18,8,0.03007518796992481,-0.05263157894736842,0.08270676691729323,-0.0008042137975168284,0.2016070424840788,-0.20241125628159562,-0.11753250832853901,-0.09720980751639985,-0.02032270081213916
false_session_matching,135.0,17,9,0.0,-0.05263157894736842,0.05263157894736842,-0.06945417415881971,-0.010395079272046637,-0.05905909488677308,0.083859525641103,0.10947981843243149,-0.02562029279132849
